Market,Customer,Business Segment,Category,Model,Color,SalesDate,SalesPeriod,ListPrice,UnitPrice,OrderQty,Sales Amount
Northeast,Seventh Bike Store,Clothing,Caps,Cycling Cap,Multi,01/05/08,01/01/08,$9,$5,2,$10
Northeast,Seventh Bike Store,Bikes,Road Bikes,Road-450,Red,01/13/08,01/01/08,"$1,458",$875,2,"$1,750"
Northeast,Seventh Bike Store,Bikes,Road Bikes,Road-650,Red,01/12/08,01/01/08,$783,$419,3,"$1,258"
Northeast,Seventh Bike Store,Bikes,Road Bikes,Road-650,Red,01/07/08,01/01/08,$783,$419,1,$419
Northeast,Seventh Bike Store,Bikes,Road Bikes,Road-450,Red,01/09/08,01/01/08,"$1,458",$875,1,$875
Northeast,Seventh Bike Store,Bikes,Road Bikes,Road-650,Red,01/06/08,01/01/08,$783,$419,1,$419
Northeast,Seventh Bike Store,Bikes,Road Bikes,Road-650,Red,01/04/08,01/01/08,$783,$419,1,$419
Northeast,Seventh Bike Store,Bikes,Road Bikes,Road-150,Red,01/20/08,01/01/08,"$3,578","$2,147",1,"$2,147"
Northeast,Seventh Bike Store,Bikes,Road Bikes,Road-650,Black,01/25/08,01/01/08,$783,$419,1,$419
Northeast,Seventh Bike Store,Bikes,Road Bikes,Road-150,Red,01/12/08,01/01/08,"$3,578","$2,147",2,"$4,294"
Northeast,Seventh Bike Store,Bikes,Road Bikes,Road-650,Red,01/17/08,01/01/08,$783,$419,1,$419
Northeast,Seventh Bike Store,Bikes,Road Bikes,Road-450,Red,01/03/08,01/01/08,"$1,458",$875,2,"$1,750"
Southeast,Better Bike Shop,Bikes,Mountain Bikes,Mountain-100,Silver,01/12/08,01/01/08,"$3,400","$2,040",2,"$4,080"
Southeast,Better Bike Shop,Bikes,Mountain Bikes,Mountain-100,Silver,01/07/08,01/01/08,"$3,400","$2,040",6,"$12,240"
Southeast,Better Bike Shop,Clothing,Caps,Cycling Cap,Multi,01/28/08,01/01/08,$9,$5,1,$5
Southeast,Better Bike Shop,Clothing,Socks,Mountain Bike Socks,White,01/22/08,01/01/08,$10,$6,5,$29
Southeast,Better Bike Shop,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,01/04/08,01/01/08,$50,$29,2,$58
Southeast,Better Bike Shop,Bikes,Mountain Bikes,Mountain-100,Silver,01/17/08,01/01/08,"$3,400","$2,040",5,"$10,200"
Southeast,Better Bike Shop,Bikes,Mountain Bikes,Mountain-100,Silver,01/21/08,01/01/08,"$3,400","$2,040",5,"$10,200"
Southeast,Better Bike Shop,Bikes,Mountain Bikes,Mountain-100,Black,01/14/08,01/01/08,"$3,375","$2,025",8,"$16,200"
Southeast,Better Bike Shop,Bikes,Mountain Bikes,Mountain-100,Black,01/05/08,01/01/08,"$3,375","$2,025",5,"$10,125"
Southeast,Better Bike Shop,Bikes,Mountain Bikes,Mountain-100,Black,01/09/08,01/01/08,"$3,375","$2,025",2,"$4,050"
Southeast,Better Bike Shop,Bikes,Mountain Bikes,Mountain-100,Black,01/05/08,01/01/08,"$3,375","$2,025",3,"$6,075"
Northwest,A Bike Store,Bikes,Road Bikes,Road-150,Red,02/07/08,02/01/08,"$3,578","$2,147",1,"$2,147"
Northwest,A Bike Store,Bikes,Road Bikes,Road-150,Red,02/10/08,02/01/08,"$3,578","$2,147",2,"$4,294"
Northwest,A Bike Store,Bikes,Road Bikes,Road-150,Red,02/21/08,02/01/08,"$3,578","$2,147",2,"$4,294"
Northwest,A Bike Store,Accessories,Helmets,Sport-100,Black,02/07/08,02/01/08,$35,$20,1,$20
Northwest,A Bike Store,Bikes,Road Bikes,Road-650,Black,02/21/08,02/01/08,$783,$419,4,"$1,678"
Northwest,A Bike Store,Bikes,Road Bikes,Road-650,Red,02/19/08,02/01/08,$783,$419,1,$419
Northwest,A Bike Store,Accessories,Helmets,Sport-100,Blue,03/03/08,02/01/08,$35,$20,1,$20
Northwest,A Bike Store,Bikes,Road Bikes,Road-450,Red,02/25/08,02/01/08,"$1,458",$875,1,$875
Northwest,A Bike Store,Bikes,Road Bikes,Road-450,Red,02/13/08,02/01/08,"$1,458",$875,2,"$1,750"
Northwest,A Bike Store,Bikes,Road Bikes,Road-450,Red,02/18/08,02/01/08,"$1,458",$875,2,"$1,750"
Northwest,A Bike Store,Bikes,Road Bikes,Road-650,Red,02/25/08,02/01/08,$783,$419,1,$419
Northwest,A Bike Store,Bikes,Road Bikes,Road-650,Red,02/28/08,02/01/08,$783,$419,4,"$1,678"
Northwest,A Bike Store,Bikes,Road Bikes,Road-450,Red,02/23/08,02/01/08,"$1,458",$875,1,$875
Northwest,A Bike Store,Bikes,Road Bikes,Road-150,Red,03/01/08,02/01/08,"$3,578","$2,147",2,"$4,294"
Northwest,A Bike Store,Bikes,Road Bikes,Road-450,Red,02/18/08,02/01/08,"$1,458",$875,3,"$2,624"
Northwest,A Bike Store,Bikes,Road Bikes,Road-650,Red,02/23/08,02/01/08,$783,$419,1,$419
Northwest,A Bike Store,Bikes,Road Bikes,Road-650,Black,02/08/08,02/01/08,$783,$419,1,$419
Northwest,A Bike Store,Bikes,Road Bikes,Road-650,Black,02/14/08,02/01/08,$783,$419,1,$419
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-650,Red,02/03/08,02/01/08,$783,$419,4,"$1,678"
Northeast,Exotic Bikes,Components,Road Frames,ML Road Frame,Red,02/05/08,02/01/08,$595,$357,1,$357
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-450,Red,02/18/08,02/01/08,"$1,458",$875,2,"$1,750"
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-150,Red,02/10/08,02/01/08,"$3,578","$2,147",1,"$2,147"
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-650,Red,02/27/08,02/01/08,$783,$419,2,$839
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-450,Red,02/27/08,02/01/08,"$1,458",$875,1,$875
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-450,Red,02/04/08,02/01/08,"$1,458",$875,4,"$3,499"
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-650,Red,02/25/08,02/01/08,$783,$419,1,$419
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-650,Black,03/01/08,02/01/08,$783,$419,1,$419
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-650,Black,02/14/08,02/01/08,$783,$419,1,$419
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-650,Red,02/01/08,02/01/08,$783,$419,6,"$2,517"
Southwest,Journey Sporting Goods,Clothing,Socks,Mountain Bike Socks,White,02/14/08,02/01/08,$10,$6,14,$77
Southwest,Journey Sporting Goods,Bikes,Mountain Bikes,Mountain-100,Black,02/22/08,02/01/08,"$3,375","$2,025",2,"$4,050"
Southwest,Journey Sporting Goods,Bikes,Mountain Bikes,Mountain-100,Silver,02/23/08,02/01/08,"$3,400","$2,040",2,"$4,080"
Southwest,Journey Sporting Goods,Clothing,Caps,Cycling Cap,Multi,02/13/08,02/01/08,$9,$5,3,$16
Southwest,Journey Sporting Goods,Bikes,Mountain Bikes,Mountain-100,Silver,02/14/08,02/01/08,"$3,400","$2,040",5,"$10,200"
Southwest,Journey Sporting Goods,Bikes,Mountain Bikes,Mountain-100,Black,02/05/08,02/01/08,"$3,375","$2,025",2,"$4,050"
Southwest,Journey Sporting Goods,Bikes,Mountain Bikes,Mountain-100,Black,02/07/08,02/01/08,"$3,375","$2,025",2,"$4,050"
Southwest,Journey Sporting Goods,Bikes,Mountain Bikes,Mountain-100,Silver,02/04/08,02/01/08,"$3,400","$2,040",4,"$8,160"
Southwest,Journey Sporting Goods,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,03/01/08,02/01/08,$50,$29,2,$58
Southeast,Every Bike Shop,Components,Road Frames,LL Road Frame,Red,02/19/08,02/01/08,$337,$184,1,$184
Southeast,Every Bike Shop,Components,Road Frames,LL Road Frame,Red,02/13/08,02/01/08,$337,$184,1,$184
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-650,Red,02/21/08,02/01/08,$783,$419,1,$419
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-650,Red,02/04/08,02/01/08,$783,$419,2,$839
Southeast,Every Bike Shop,Components,Road Frames,LL Road Frame,Black,02/04/08,02/01/08,$337,$179,2,$357
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-450,Red,02/11/08,02/01/08,"$1,458",$875,3,"$2,624"
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-650,Red,02/28/08,02/01/08,$783,$419,1,$419
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-650,Red,02/21/08,02/01/08,$783,$419,2,$839
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-450,Red,02/13/08,02/01/08,"$1,458",$875,4,"$3,499"
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-450,Red,02/09/08,02/01/08,"$1,458",$875,3,"$2,624"
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-650,Black,02/08/08,02/01/08,$783,$419,1,$419
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-150,Red,02/02/08,02/01/08,"$3,578","$2,147",1,"$2,147"
Southeast,Every Bike Shop,Components,Road Frames,LL Road Frame,Red,02/08/08,02/01/08,$337,$184,1,$184
Southeast,Every Bike Shop,Components,Road Frames,LL Road Frame,Red,02/09/08,02/01/08,$337,$184,1,$184
Southeast,Every Bike Shop,Components,Road Frames,LL Road Frame,Black,02/19/08,02/01/08,$337,$179,1,$179
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-650,Black,02/20/08,02/01/08,$783,$419,1,$419
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-150,Red,03/01/08,02/01/08,"$3,578","$2,147",1,"$2,147"
Southeast,Metro Bike Mart,Clothing,Socks,Mountain Bike Socks,White,02/06/08,02/01/08,$10,$6,2,$11
Southeast,Metro Bike Mart,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,02/12/08,02/01/08,$50,$29,2,$58
Northwest,Outdoor Sports Supply,Bikes,Mountain Bikes,Mountain-100,Black,02/23/08,02/01/08,"$3,375","$2,025",4,"$8,100"
Northwest,Outdoor Sports Supply,Clothing,Caps,Cycling Cap,Multi,02/24/08,02/01/08,$9,$5,2,$10
Northwest,Outdoor Sports Supply,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,02/10/08,02/01/08,$50,$29,4,$115
Northwest,Outdoor Sports Supply,Bikes,Mountain Bikes,Mountain-100,Silver,02/10/08,02/01/08,"$3,400","$2,040",2,"$4,080"
Northwest,Outdoor Sports Supply,Bikes,Mountain Bikes,Mountain-100,Black,02/14/08,02/01/08,"$3,375","$2,025",4,"$8,100"
Southwest,Preferred Bikes,Components,Road Frames,LL Road Frame,Red,02/13/08,02/01/08,$337,$184,4,$736
Southwest,Preferred Bikes,Components,Road Frames,LL Road Frame,Red,02/10/08,02/01/08,$337,$184,1,$184
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Red,03/03/08,02/01/08,$783,$419,2,$839
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-150,Red,02/03/08,02/01/08,"$3,578","$2,147",2,"$4,294"
Southwest,Preferred Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,02/04/08,02/01/08,$50,$29,1,$29
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Black,02/14/08,02/01/08,$783,$419,3,"$1,258"
Southwest,Preferred Bikes,Accessories,Helmets,Sport-100,Blue,02/10/08,02/01/08,$35,$20,5,$101
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-450,Red,02/21/08,02/01/08,"$1,458",$875,2,"$1,750"
Southwest,Preferred Bikes,Accessories,Helmets,Sport-100,Red,02/19/08,02/01/08,$35,$20,1,$20
Southwest,Preferred Bikes,Components,Road Frames,LL Road Frame,Black,02/23/08,02/01/08,$337,$179,2,$357
Southwest,Preferred Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,02/12/08,02/01/08,$50,$29,4,$115
Southwest,Preferred Bikes,Clothing,Caps,Cycling Cap,Multi,02/15/08,02/01/08,$9,$5,2,$10
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Red,02/02/08,02/01/08,$783,$419,3,"$1,258"
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Red,02/05/08,02/01/08,$783,$419,2,$839
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-450,Red,02/08/08,02/01/08,"$1,458",$875,1,$875
Southwest,Preferred Bikes,Components,Road Frames,LL Road Frame,Red,02/25/08,02/01/08,$337,$184,1,$184
Southwest,Preferred Bikes,Components,Road Frames,LL Road Frame,Red,02/22/08,02/01/08,$337,$184,3,$552
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Red,02/01/08,02/01/08,$783,$419,2,$839
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Black,02/03/08,02/01/08,$783,$419,4,"$1,678"
Southwest,Preferred Bikes,Accessories,Helmets,Sport-100,Black,02/11/08,02/01/08,$35,$20,1,$20
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Red,02/08/08,02/01/08,$783,$419,8,"$3,356"
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-450,Red,02/23/08,02/01/08,"$1,458",$875,2,"$1,750"
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Black,02/28/08,02/01/08,$783,$419,5,"$2,097"
Southwest,Preferred Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,02/06/08,02/01/08,$50,$29,3,$87
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Black,02/11/08,02/01/08,$783,$419,3,"$1,258"
Southwest,Preferred Bikes,Components,Road Frames,ML Road Frame,Red,02/14/08,02/01/08,$595,$357,1,$357
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-450,Red,02/02/08,02/01/08,"$1,458",$875,2,"$1,750"
Southeast,Unified Sports Company,Bikes,Mountain Bikes,Mountain-100,Silver,02/17/08,02/01/08,"$3,400","$2,040",1,"$2,040"
Southeast,Unified Sports Company,Clothing,Socks,Mountain Bike Socks,White,02/24/08,02/01/08,$10,$6,2,$11
Southeast,Unified Sports Company,Bikes,Mountain Bikes,Mountain-100,Black,03/03/08,02/01/08,"$3,375","$2,025",4,"$8,100"
Southeast,Unified Sports Company,Components,Mountain Frames,HL Mountain Frame,Silver,02/07/08,02/01/08,"$1,365",$723,2,"$1,445"
Southeast,Unified Sports Company,Components,Mountain Frames,HL Mountain Frame,Black,02/13/08,02/01/08,"$1,350",$715,3,"$2,144"
Southeast,Unified Sports Company,Bikes,Mountain Bikes,Mountain-100,Black,02/24/08,02/01/08,"$3,375","$2,025",4,"$8,100"
Southeast,Unified Sports Company,Bikes,Mountain Bikes,Mountain-100,Silver,03/01/08,02/01/08,"$3,400","$2,040",6,"$12,240"
Southeast,Unified Sports Company,Bikes,Mountain Bikes,Mountain-100,Black,02/26/08,02/01/08,"$3,375","$2,025",2,"$4,050"
Southeast,Unified Sports Company,Components,Mountain Frames,HL Mountain Frame,Black,02/17/08,02/01/08,"$1,350",$810,2,"$1,620"
Northeast,Wholesale Bikes,Bikes,Road Bikes,Road-650,Red,02/01/08,02/01/08,$783,$419,1,$419
Northeast,Wholesale Bikes,Bikes,Road Bikes,Road-650,Red,02/04/08,02/01/08,$783,$419,1,$419
Northeast,Wholesale Bikes,Bikes,Road Bikes,Road-650,Black,02/09/08,02/01/08,$783,$419,1,$419
Northeast,Wholesale Bikes,Bikes,Road Bikes,Road-650,Black,02/10/08,02/01/08,$783,$419,2,$839
Northeast,Wholesale Bikes,Bikes,Road Bikes,Road-450,Red,02/15/08,02/01/08,"$1,458",$875,2,"$1,750"
Northeast,Wholesale Bikes,Bikes,Road Bikes,Road-650,Red,02/16/08,02/01/08,$783,$419,2,$839
Northeast,Wholesale Bikes,Bikes,Road Bikes,Road-450,Red,02/01/08,02/01/08,"$1,458",$875,2,"$1,750"
Northeast,Only Bikes and Accessories,Bikes,Mountain Bikes,Mountain-100,Black,02/10/08,02/01/08,"$3,375","$2,025",2,"$4,050"
Northeast,Only Bikes and Accessories,Bikes,Mountain Bikes,Mountain-100,Silver,02/25/08,02/01/08,"$3,400","$2,040",2,"$4,080"
Northeast,Only Bikes and Accessories,Bikes,Mountain Bikes,Mountain-100,Silver,02/13/08,02/01/08,"$3,400","$2,040",1,"$2,040"
Northeast,Only Bikes and Accessories,Bikes,Mountain Bikes,Mountain-100,Silver,02/03/08,02/01/08,"$3,400","$2,040",2,"$4,080"
Northeast,Only Bikes and Accessories,Bikes,Mountain Bikes,Mountain-100,Black,03/03/08,02/01/08,"$3,375","$2,025",2,"$4,050"
Northeast,Only Bikes and Accessories,Bikes,Mountain Bikes,Mountain-100,Black,02/06/08,02/01/08,"$3,375","$2,025",1,"$2,025"
Northwest,Raw Materials Inc,Components,Mountain Frames,HL Mountain Frame,Black,02/24/08,02/01/08,"$1,350",$715,1,$715
Northwest,Raw Materials Inc,Accessories,Helmets,Sport-100,Red,02/26/08,02/01/08,$35,$20,1,$20
Northwest,Raw Materials Inc,Bikes,Mountain Bikes,Mountain-100,Silver,02/05/08,02/01/08,"$3,400","$2,040",3,"$6,120"
Northwest,Raw Materials Inc,Components,Mountain Frames,HL Mountain Frame,Black,02/14/08,02/01/08,"$1,350",$715,1,$715
Northwest,Raw Materials Inc,Bikes,Mountain Bikes,Mountain-100,Black,02/12/08,02/01/08,"$3,375","$2,025",3,"$6,075"
Northwest,Raw Materials Inc,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,02/16/08,02/01/08,$50,$29,2,$58
Northwest,Raw Materials Inc,Accessories,Helmets,Sport-100,Black,02/26/08,02/01/08,$35,$20,2,$40
Northwest,Raw Materials Inc,Clothing,Caps,Cycling Cap,Multi,02/24/08,02/01/08,$9,$5,5,$26
Northwest,Raw Materials Inc,Components,Mountain Frames,HL Mountain Frame,Silver,02/08/08,02/01/08,"$1,365",$723,2,"$1,445"
Northwest,Raw Materials Inc,Accessories,Helmets,Sport-100,Blue,02/09/08,02/01/08,$35,$20,3,$61
Northwest,Raw Materials Inc,Bikes,Mountain Bikes,Mountain-100,Silver,02/01/08,02/01/08,"$3,400","$2,040",2,"$4,080"
Northwest,Raw Materials Inc,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,02/15/08,02/01/08,$50,$29,1,$29
Northwest,Raw Materials Inc,Components,Mountain Frames,HL Mountain Frame,Black,02/16/08,02/01/08,"$1,350",$810,1,$810
Northwest,Raw Materials Inc,Bikes,Mountain Bikes,Mountain-100,Black,02/26/08,02/01/08,"$3,375","$2,025",2,"$4,050"
Northeast,Tire Company,Bikes,Road Bikes,Road-650,Red,02/20/08,02/01/08,$783,$419,3,"$1,258"
Northeast,Tire Company,Bikes,Road Bikes,Road-450,Red,02/20/08,02/01/08,"$1,458",$875,3,"$2,624"
Northeast,Tire Company,Bikes,Road Bikes,Road-650,Black,02/23/08,02/01/08,$783,$419,1,$419
Northeast,Tire Company,Bikes,Road Bikes,Road-650,Red,02/20/08,02/01/08,$783,$419,3,"$1,258"
Northeast,Tire Company,Bikes,Road Bikes,Road-650,Red,02/22/08,02/01/08,$783,$419,1,$419
Northwest,Suburban Cycle Shop,Bikes,Mountain Bikes,Mountain-100,Black,02/02/08,02/01/08,"$3,375","$2,025",3,"$6,075"
Northwest,Suburban Cycle Shop,Bikes,Mountain Bikes,Mountain-100,Silver,02/23/08,02/01/08,"$3,400","$2,040",3,"$6,120"
Northwest,Suburban Cycle Shop,Bikes,Mountain Bikes,Mountain-100,Black,02/25/08,02/01/08,"$3,375","$2,025",2,"$4,050"
Northwest,Suburban Cycle Shop,Bikes,Mountain Bikes,Mountain-100,Black,02/18/08,02/01/08,"$3,375","$2,025",6,"$12,150"
Northwest,Suburban Cycle Shop,Bikes,Mountain Bikes,Mountain-100,Silver,02/14/08,02/01/08,"$3,400","$2,040",2,"$4,080"
Northwest,Suburban Cycle Shop,Bikes,Mountain Bikes,Mountain-100,Silver,02/14/08,02/01/08,"$3,400","$2,040",2,"$4,080"
Northwest,Suburban Cycle Shop,Bikes,Mountain Bikes,Mountain-100,Silver,03/02/08,02/01/08,"$3,400","$2,040",2,"$4,080"
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Black,02/20/08,02/01/08,$783,$419,4,"$1,678"
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Black,02/14/08,02/01/08,$783,$419,2,$839
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-150,Red,02/03/08,02/01/08,"$3,578","$2,147",1,"$2,147"
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Red,02/07/08,02/01/08,$783,$419,1,$419
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-150,Red,02/28/08,02/01/08,"$3,578","$2,147",4,"$8,588"
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Red,02/17/08,02/01/08,$783,$419,6,"$2,517"
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Black,02/18/08,02/01/08,$783,$419,2,$839
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Black,02/09/08,02/01/08,$783,$419,1,$419
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Red,02/17/08,02/01/08,$783,$419,4,"$1,678"
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-450,Red,02/10/08,02/01/08,"$1,458",$875,3,"$2,624"
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Red,02/21/08,02/01/08,$783,$419,1,$419
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Black,02/10/08,02/01/08,$783,$419,4,"$1,678"
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-450,Red,02/28/08,02/01/08,"$1,458",$875,4,"$3,499"
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-150,Red,02/24/08,02/01/08,"$3,578","$2,147",5,"$10,735"
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-150,Red,02/13/08,02/01/08,"$3,578","$2,147",1,"$2,147"
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Red,02/09/08,02/01/08,$783,$419,3,"$1,258"
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Black,02/05/08,02/01/08,$783,$419,6,"$2,517"
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-450,Red,02/05/08,02/01/08,"$1,458",$875,1,$875
Southwest,Farthermost Bike Shop,Clothing,Caps,Cycling Cap,Multi,02/23/08,02/01/08,$9,$5,4,$21
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-150,Red,02/15/08,02/01/08,"$3,578","$2,147",6,"$12,882"
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Red,03/01/08,02/01/08,$783,$419,4,"$1,678"
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-450,Red,02/18/08,02/01/08,"$1,458",$875,2,"$1,750"
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-150,Red,02/02/08,02/01/08,"$3,578","$2,147",2,"$4,294"
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-650,Red,03/03/08,02/01/08,$783,$419,1,$419
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-650,Black,02/25/08,02/01/08,$783,$419,5,"$2,097"
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-450,Red,02/27/08,02/01/08,"$1,458",$875,5,"$4,374"
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-150,Red,02/19/08,02/01/08,"$3,578","$2,147",1,"$2,147"
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-150,Red,02/28/08,02/01/08,"$3,578","$2,147",1,"$2,147"
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-650,Red,02/27/08,02/01/08,$783,$419,4,"$1,678"
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-450,Red,03/02/08,02/01/08,"$1,458",$875,1,$875
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-650,Black,02/28/08,02/01/08,$783,$419,1,$419
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-650,Black,02/08/08,02/01/08,$783,$419,2,$839
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-450,Red,02/19/08,02/01/08,"$1,458",$875,1,$875
Southeast,New and Used Bicycles,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,03/01/08,02/01/08,$50,$29,2,$58
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-650,Red,02/06/08,02/01/08,$783,$419,1,$419
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-650,Black,02/22/08,02/01/08,$783,$419,1,$419
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-150,Red,02/19/08,02/01/08,"$3,578","$2,147",3,"$6,441"
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-650,Black,03/01/08,02/01/08,$783,$419,1,$419
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-650,Red,02/07/08,02/01/08,$783,$419,2,$839
Southeast,New and Used Bicycles,Clothing,Caps,Cycling Cap,Multi,03/02/08,02/01/08,$9,$5,2,$10
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-650,Red,02/24/08,02/01/08,$783,$419,1,$419
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-650,Red,02/11/08,02/01/08,$783,$419,1,$419
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-150,Red,03/02/08,02/01/08,"$3,578","$2,147",1,"$2,147"
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-650,Black,02/26/08,02/01/08,$783,$419,2,$839
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-150,Red,02/05/08,02/01/08,"$3,578","$2,147",1,"$2,147"
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-150,Red,03/02/08,02/01/08,"$3,578","$2,147",6,"$12,882"
Northwest,Sure & Reliable Sporting Goods,Clothing,Caps,Cycling Cap,Multi,02/26/08,02/01/08,$9,$5,5,$26
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-650,Black,02/02/08,02/01/08,$783,$419,3,"$1,258"
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-150,Red,02/06/08,02/01/08,"$3,578","$2,147",4,"$8,588"
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-450,Red,02/25/08,02/01/08,"$1,458",$875,4,"$3,499"
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-450,Red,02/07/08,02/01/08,"$1,458",$875,2,"$1,750"
