Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball Control,Composure,Crossing,Curve,Dribbling,FK Accuracy,Finishing,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Heading Accuracy,Interceptions,Jumping,Long Passing,Long Shots,Marking,Penalties,Positioning,Reactions,Short Passing,Shot Power,Sliding Tackle,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys
K. Navas,30,https://cdn.sofifa.org/sm/18/players/193041.png,Costa Rica,https://cdn.sofifa.org/flags/72.png,85,85,Real Madrid CF,https://cdn.sofifa.org/xs/18/teams/243.png,24500000.0,165000.0,1302,54,32,60,61,19,49,11,11,16,15,15,89,78,72,80,88,11,20,74,37,13,12,25,16,82,30,21,14,53,39,14,75,54,11
K. Manolas,26,https://cdn.sofifa.org/sm/18/players/192774.png,Greece,https://cdn.sofifa.org/flags/22.png,85,87,Roma,https://cdn.sofifa.org/xs/18/teams/52.png,38500000.0,96000.0,1651,82,86,68,60,65,79,27,30,54,10,10,8,6,8,15,12,80,86,86,61,12,88,26,25,85,60,40,89,85,78,87,84,22,16
B. Leno,25,https://cdn.sofifa.org/sm/18/players/192563.png,Germany,https://cdn.sofifa.org/flags/21.png,85,88,Bayer 04 Leverkusen,https://cdn.sofifa.org/xs/18/teams/32.png,34000000.0,61000.0,1247,46,28,52,44,22,62,9,9,16,8,9,85,84,74,85,83,13,22,73,33,14,8,23,7,81,37,23,18,52,43,15,68,53,10
N. Otamendi,29,https://cdn.sofifa.org/sm/18/players/192366.png,Argentina,https://cdn.sofifa.org/flags/52.png,85,85,Manchester City,https://cdn.sofifa.org/xs/18/teams/10.png,30000000.0,180000.0,1931,62,91,69,62,69,84,52,50,49,39,54,12,5,8,11,12,85,86,87,72,56,83,45,51,78,75,69,85,64,76,86,83,48,57
N. Matić,28,https://cdn.sofifa.org/sm/18/players/191202.png,Serbia,https://cdn.sofifa.org/flags/51.png,85,85,Manchester United,https://cdn.sofifa.org/xs/18/teams/11.png,31000000.0,180000.0,2146,62,83,56,53,79,84,71,70,78,67,64,7,15,12,14,9,77,85,71,82,75,78,69,69,85,84,78,75,66,89,85,89,75,74
M. Reus,28,https://cdn.sofifa.org/sm/18/players/188350.png,Germany,https://cdn.sofifa.org/flags/21.png,85,85,Borussia Dortmund,https://cdn.sofifa.org/xs/18/teams/22.png,39000000.0,98000.0,2140,86,49,86,81,85,83,77,90,86,84,86,12,12,13,13,11,49,50,72,76,87,30,85,86,84,86,87,46,88,66,36,67,86,88
I. Gündoğan,26,https://cdn.sofifa.org/sm/18/players/186942.png,Germany,https://cdn.sofifa.org/flags/21.png,85,86,Manchester City,https://cdn.sofifa.org/xs/18/teams/10.png,44500000.0,190000.0,2138,72,68,82,80,87,87,74,81,85,74,72,11,14,5,5,13,49,78,62,83,74,57,76,79,86,88,77,64,69,71,67,73,87,75
T. Alderweireld,28,https://cdn.sofifa.org/sm/18/players/184087.png,Belgium,https://cdn.sofifa.org/flags/7.png,85,86,Tottenham Hotspur,https://cdn.sofifa.org/xs/18/teams/18.png,35000000.0,140000.0,2040,63,80,60,50,70,81,64,63,62,69,45,16,6,14,16,14,82,83,81,81,66,89,60,58,84,77,86,84,67,74,90,81,67,38
I. Perišić,28,https://cdn.sofifa.org/sm/18/players/181458.png,Croatia,https://cdn.sofifa.org/flags/10.png,85,85,Inter,https://cdn.sofifa.org/xs/18/teams/44.png,39000000.0,110000.0,2131,83,65,78,72,85,80,84,73,84,75,79,6,7,10,9,6,80,49,84,74,81,26,76,86,81,79,84,54,88,89,52,76,78,78
E. Džeko,31,https://cdn.sofifa.org/sm/18/players/180930.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,85,85,Roma,https://cdn.sofifa.org/xs/18/teams/52.png,34500000.0,115000.0,1890,65,51,57,36,84,83,63,65,76,54,89,9,11,13,15,15,84,50,66,72,79,11,67,89,83,77,86,16,68,78,28,82,74,77
Diego Costa,28,https://cdn.sofifa.org/sm/18/players/179844.png,Spain,https://cdn.sofifa.org/flags/45.png,85,85,Atlético Madrid,https://cdn.sofifa.org/xs/18/teams/240.png,40000000.0,100000.0,1976,76,93,58,52,82,83,65,62,77,59,88,11,13,12,8,11,82,40,64,52,73,28,75,87,85,65,82,34,78,80,39,91,74,80
M. Benatia,30,https://cdn.sofifa.org/sm/18/players/177509.png,Morocco,https://cdn.sofifa.org/flags/129.png,85,85,Juventus,https://cdn.sofifa.org/xs/18/teams/45.png,28500000.0,145000.0,1789,72,82,59,53,65,78,45,34,64,27,47,7,4,8,7,11,84,86,84,65,24,88,41,38,80,65,62,84,76,68,86,89,47,37
Sokratis,29,https://cdn.sofifa.org/sm/18/players/172879.png,Greece,https://cdn.sofifa.org/flags/22.png,85,85,Borussia Dortmund,https://cdn.sofifa.org/xs/18/teams/22.png,30000000.0,90000.0,1853,70,90,62,68,58,82,47,36,58,35,44,6,8,5,12,5,86,80,87,54,48,86,33,50,81,60,79,86,81,72,89,86,45,46
B. Matuidi,30,https://cdn.sofifa.org/sm/18/players/170890.png,France,https://cdn.sofifa.org/flags/18.png,85,85,Juventus,https://cdn.sofifa.org/xs/18/teams/45.png,28500000.0,145000.0,2194,79,86,83,79,79,82,75,65,78,52,64,8,11,5,10,14,68,86,84,79,70,80,56,72,84,83,78,84,79,94,84,78,75,72
Miranda,32,https://cdn.sofifa.org/sm/18/players/168609.png,Brazil,https://cdn.sofifa.org/flags/54.png,85,85,Inter,https://cdn.sofifa.org/xs/18/teams/44.png,22000000.0,96000.0,1881,67,82,61,57,72,80,48,32,64,39,43,12,6,10,13,12,82,88,82,69,41,88,49,43,80,70,70,85,74,65,88,80,58,51
Falcao,31,https://cdn.sofifa.org/sm/18/players/167397.png,Colombia,https://cdn.sofifa.org/flags/56.png,85,85,AS Monaco,https://cdn.sofifa.org/xs/18/teams/69.png,34500000.0,68000.0,2018,73,75,85,75,82,87,55,83,74,71,87,10,13,6,9,5,90,41,90,58,80,16,84,90,87,78,79,19,66,68,42,75,68,84
K. Benzema,29,https://cdn.sofifa.org/sm/18/players/165153.png,France,https://cdn.sofifa.org/flags/18.png,85,85,Real Madrid CF,https://cdn.sofifa.org/xs/18/teams/243.png,38500000.0,250000.0,1953,78,65,77,61,86,79,75,79,82,73,80,13,11,5,5,7,78,22,70,55,76,13,82,85,83,86,83,12,78,73,15,80,86,79
Cesc Fàbregas,30,https://cdn.sofifa.org/sm/18/players/162895.png,Spain,https://cdn.sofifa.org/flags/45.png,85,85,Chelsea,https://cdn.sofifa.org/xs/18/teams/5.png,35500000.0,175000.0,2082,60,45,63,77,85,92,85,78,80,81,75,6,10,8,15,15,74,50,65,88,74,56,78,77,81,90,77,58,56,80,59,64,91,81
F. Ribéry,34,https://cdn.sofifa.org/sm/18/players/156616.png,France,https://cdn.sofifa.org/flags/18.png,85,85,FC Bayern Munich,https://cdn.sofifa.org/xs/18/teams/21.png,19500000.0,150000.0,1949,83,52,86,91,88,86,81,83,88,81,76,15,6,9,7,10,41,36,34,74,74,13,78,81,85,86,76,26,79,59,25,60,86,80
V. Kompany,31,https://cdn.sofifa.org/sm/18/players/139720.png,Belgium,https://cdn.sofifa.org/flags/7.png,85,85,Manchester City,https://cdn.sofifa.org/xs/18/teams/10.png,26000000.0,170000.0,1913,59,87,59,42,70,81,61,61,63,52,45,10,9,5,8,6,84,80,71,66,55,84,63,41,84,73,75,84,64,74,85,88,59,46
Fernandinho,32,https://cdn.sofifa.org/sm/18/players/135507.png,Brazil,https://cdn.sofifa.org/flags/54.png,85,85,Manchester City,https://cdn.sofifa.org/xs/18/teams/10.png,22000000.0,170000.0,2196,73,87,77,80,82,78,68,70,77,72,69,12,11,5,13,7,61,87,78,80,78,79,61,70,85,85,83,78,72,85,85,77,75,74
Pepe,34,https://cdn.sofifa.org/sm/18/players/120533.png,Portugal,https://cdn.sofifa.org/flags/38.png,85,85,Beşiktaş JK,https://cdn.sofifa.org/xs/18/teams/327.png,11500000.0,80000.0,1831,65,94,63,49,62,79,46,44,58,47,46,8,15,5,9,10,80,85,76,61,56,85,57,40,83,70,63,82,69,62,85,85,48,23
K. Mbappé,18,https://cdn.sofifa.org/sm/18/players/231747.png,France,https://cdn.sofifa.org/flags/18.png,84,94,Paris Saint-Germain,https://cdn.sofifa.org/xs/18/teams/73.png,47000000.0,41000.0,2074,92,62,83,77,87,80,72,76,89,58,85,13,5,7,11,6,76,49,71,68,69,41,70,83,80,79,79,40,93,83,44,75,77,74
E. Bailly,23,https://cdn.sofifa.org/sm/18/players/225508.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,84,89,Manchester United,https://cdn.sofifa.org/xs/18/teams/11.png,35500000.0,150000.0,1890,75,87,63,63,68,74,51,46,63,43,33,14,14,10,9,8,81,85,84,56,48,82,46,47,78,72,55,85,80,78,85,85,54,42
Marco Asensio,21,https://cdn.sofifa.org/sm/18/players/220834.png,Spain,https://cdn.sofifa.org/flags/45.png,84,92,Real Madrid CF,https://cdn.sofifa.org/xs/18/teams/243.png,46000000.0,195000.0,2028,85,45,78,76,86,83,81,83,85,76,82,13,9,6,12,10,50,45,58,82,87,29,62,77,78,84,86,39,84,74,42,61,84,79
Bernardo Silva,22,https://cdn.sofifa.org/sm/18/players/218667.png,Portugal,https://cdn.sofifa.org/flags/38.png,84,90,Manchester City,https://cdn.sofifa.org/xs/18/teams/10.png,42500000.0,180000.0,2024,85,58,88,86,89,85,85,83,91,63,74,9,10,14,12,9,51,49,53,78,70,46,64,80,82,85,70,35,76,82,44,53,84,66
N. Fekir,23,https://cdn.sofifa.org/sm/18/players/216594.png,France,https://cdn.sofifa.org/flags/18.png,84,88,Olympique Lyonnais,https://cdn.sofifa.org/xs/18/teams/66.png,40500000.0,92000.0,2079,80,73,86,91,89,89,83,81,90,78,81,15,9,8,14,15,49,28,67,75,79,21,77,82,78,82,84,25,81,80,39,82,80,77
Alisson,24,https://cdn.sofifa.org/sm/18/players/212831.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,90,Roma,https://cdn.sofifa.org/xs/18/teams/52.png,31000000.0,64000.0,1288,44,27,30,37,30,68,17,19,27,18,13,82,81,83,83,86,19,11,52,44,14,20,23,13,83,45,21,16,35,32,19,78,66,20
J. Kimmich,22,https://cdn.sofifa.org/sm/18/players/212622.png,Germany,https://cdn.sofifa.org/flags/21.png,84,88,FC Bayern Munich,https://cdn.sofifa.org/xs/18/teams/21.png,33500000.0,115000.0,2178,77,74,83,83,85,81,90,81,79,61,66,8,15,7,15,15,72,79,79,80,67,78,44,78,84,85,75,79,69,85,80,65,79,61
N. Süle,21,https://cdn.sofifa.org/sm/18/players/212190.png,Germany,https://cdn.sofifa.org/flags/21.png,84,90,FC Bayern Munich,https://cdn.sofifa.org/xs/18/teams/21.png,36500000.0,105000.0,1638,51,82,33,32,63,72,30,28,42,30,20,15,7,14,7,15,85,82,38,61,62,82,32,26,81,78,77,83,78,65,86,94,30,29
D. Alli,21,https://cdn.sofifa.org/sm/18/players/211117.png,England,https://cdn.sofifa.org/flags/14.png,84,90,Tottenham Hotspur,https://cdn.sofifa.org/xs/18/teams/18.png,43000000.0,115000.0,2126,77,84,74,62,85,86,68,71,83,53,83,7,6,9,11,8,77,67,69,76,80,60,68,86,85,84,77,57,76,89,63,71,84,76
Fabinho,23,https://cdn.sofifa.org/sm/18/players/209499.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,89,AS Monaco,https://cdn.sofifa.org/xs/18/teams/69.png,35500000.0,49000.0,2129,73,85,71,69,81,80,79,71,75,45,66,13,12,6,8,8,75,83,77,77,53,80,91,68,80,82,75,85,75,93,88,82,73,30
S. Mané,25,https://cdn.sofifa.org/sm/18/players/208722.png,Senegal,https://cdn.sofifa.org/flags/136.png,84,85,Liverpool,https://cdn.sofifa.org/xs/18/teams/9.png,37000000.0,175000.0,2055,94,73,89,85,84,78,72,74,86,64,84,10,10,15,7,14,53,31,77,71,69,33,71,84,81,78,77,38,92,82,35,72,79,71
Saúl,22,https://cdn.sofifa.org/sm/18/players/208421.png,Spain,https://cdn.sofifa.org/flags/45.png,84,91,Atlético Madrid,https://cdn.sofifa.org/xs/18/teams/240.png,43000000.0,77000.0,2149,74,69,76,68,85,82,69,63,83,60,77,7,13,12,10,9,83,78,79,80,78,71,55,81,83,87,78,78,73,82,83,76,81,48
Marquinhos,23,https://cdn.sofifa.org/sm/18/players/207865.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,89,Paris Saint-Germain,https://cdn.sofifa.org/xs/18/teams/73.png,35500000.0,98000.0,1887,75,80,69,68,76,79,72,49,65,32,33,6,6,12,10,13,80,84,85,78,35,86,31,46,81,81,53,87,76,75,87,74,51,31
S. Umtiti,23,https://cdn.sofifa.org/sm/18/players/205600.png,France,https://cdn.sofifa.org/flags/18.png,84,90,FC Barcelona,https://cdn.sofifa.org/xs/18/teams/241.png,36500000.0,175000.0,2125,74,80,68,66,76,75,69,72,69,63,51,15,10,14,12,15,74,86,87,73,74,81,61,58,80,80,83,85,75,79,87,80,58,70
Carvajal,25,https://cdn.sofifa.org/sm/18/players/204963.png,Spain,https://cdn.sofifa.org/flags/45.png,84,87,Real Madrid CF,https://cdn.sofifa.org/xs/18/teams/243.png,32000000.0,195000.0,2039,76,81,82,79,83,74,83,72,76,47,41,13,13,15,9,15,65,82,76,71,36,85,45,61,81,81,64,86,86,84,85,75,57,34
R. Mahrez,26,https://cdn.sofifa.org/sm/18/players/204485.png,Algeria,https://cdn.sofifa.org/flags/97.png,84,84,Leicester City,https://cdn.sofifa.org/xs/18/teams/95.png,33500000.0,120000.0,1984,85,41,92,86,89,83,81,84,90,79,76,15,9,13,11,6,48,38,62,76,76,27,72,80,77,78,79,18,80,76,31,55,82,72
V. van Dijk,25,https://cdn.sofifa.org/sm/18/players/203376.png,Netherlands,https://cdn.sofifa.org/flags/34.png,84,86,Liverpool,https://cdn.sofifa.org/xs/18/teams/9.png,31500000.0,145000.0,2023,71,80,57,51,73,83,53,60,70,70,52,13,10,13,11,11,82,85,80,76,64,83,62,41,82,76,81,83,76,76,85,92,59,45
J. Draxler,23,https://cdn.sofifa.org/sm/18/players/202166.png,Germany,https://cdn.sofifa.org/flags/21.png,84,87,Paris Saint-Germain,https://cdn.sofifa.org/xs/18/teams/73.png,39500000.0,120000.0,2097,76,48,80,75,89,81,83,78,88,76,78,11,13,5,13,8,65,59,76,78,81,39,63,79,82,83,86,44,79,69,59,66,84,84
Morata,24,https://cdn.sofifa.org/sm/18/players/201153.png,Spain,https://cdn.sofifa.org/flags/45.png,84,88,Chelsea,https://cdn.sofifa.org/xs/18/teams/5.png,41000000.0,170000.0,1878,79,56,65,60,82,80,73,76,83,44,83,4,5,4,4,5,86,24,79,51,76,14,70,85,80,79,80,20,86,73,14,81,76,81
T. Horn,24,https://cdn.sofifa.org/sm/18/players/200316.png,Germany,https://cdn.sofifa.org/flags/21.png,84,90,1. FC Köln,https://cdn.sofifa.org/xs/18/teams/31.png,31000000.0,39000.0,1259,45,41,50,31,22,20,19,12,20,15,13,83,80,83,82,86,14,22,64,32,17,11,21,15,81,35,22,12,51,31,13,67,55,14
H. Son,24,https://cdn.sofifa.org/sm/18/players/200104.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,84,87,Tottenham Hotspur,https://cdn.sofifa.org/xs/18/teams/18.png,39500000.0,125000.0,2056,88,60,83,78,85,80,78,81,87,70,85,11,13,13,6,10,65,39,65,64,87,27,71,85,84,79,85,33,87,85,34,64,79,75
A. Lopes,26,https://cdn.sofifa.org/sm/18/players/199482.png,Portugal,https://cdn.sofifa.org/flags/38.png,84,86,Olympique Lyonnais,https://cdn.sofifa.org/xs/18/teams/66.png,26000000.0,78000.0,1353,63,43,67,62,21,48,19,15,15,14,18,86,80,74,81,87,16,25,82,31,18,13,16,9,84,32,20,13,64,36,15,73,48,13
S. de Vrij,25,https://cdn.sofifa.org/sm/18/players/198176.png,Netherlands,https://cdn.sofifa.org/flags/34.png,84,89,Lazio,https://cdn.sofifa.org/xs/18/teams/46.png,35000000.0,73000.0,1803,68,78,61,60,71,82,49,45,61,16,25,8,10,7,14,13,80,86,76,71,60,87,41,32,80,71,65,82,72,69,86,82,50,27
M. Perin,24,https://cdn.sofifa.org/sm/18/players/198009.png,Italy,https://cdn.sofifa.org/flags/27.png,84,89,Genoa,https://cdn.sofifa.org/xs/18/teams/110556.png,30000000.0,36000.0,1248,57,25,70,30,23,58,11,15,19,13,11,81,85,71,79,90,12,19,75,31,17,14,21,12,79,33,23,19,56,30,12,52,44,19
A. Lacazette,26,https://cdn.sofifa.org/sm/18/players/193301.png,France,https://cdn.sofifa.org/flags/18.png,84,87,Arsenal,https://cdn.sofifa.org/xs/18/teams/1.png,39500000.0,180000.0,2050,82,70,87,84,83,85,64,74,85,71,85,11,6,9,5,6,72,40,76,59,75,23,84,87,85,79,81,30,85,79,42,76,74,81
H. Mkhitaryan,28,https://cdn.sofifa.org/sm/18/players/192883.png,Armenia,https://cdn.sofifa.org/flags/3.png,84,84,Arsenal,https://cdn.sofifa.org/xs/18/teams/1.png,31500000.0,175000.0,2135,88,69,89,85,86,76,77,83,85,64,76,5,11,14,5,7,53,64,71,72,73,49,72,82,81,81,87,55,84,86,53,63,84,81
Iago Aspas,29,https://cdn.sofifa.org/sm/18/players/192629.png,Spain,https://cdn.sofifa.org/flags/45.png,84,84,RC Celta de Vigo,https://cdn.sofifa.org/xs/18/teams/450.png,30500000.0,51000.0,2052,85,63,88,79,86,85,78,83,85,76,86,12,16,9,12,13,78,39,68,64,80,20,82,89,87,80,79,18,80,77,21,59,74,86
D. Subašić,32,https://cdn.sofifa.org/sm/18/players/192593.png,Croatia,https://cdn.sofifa.org/flags/10.png,84,84,AS Monaco,https://cdn.sofifa.org/xs/18/teams/69.png,18000000.0,46000.0,1295,51,31,42,37,19,65,11,24,11,62,10,83,80,79,83,84,13,20,75,26,14,15,23,15,81,24,24,13,54,32,14,80,52,13
K. Glik,29,https://cdn.sofifa.org/sm/18/players/190547.png,Poland,https://cdn.sofifa.org/flags/37.png,84,84,AS Monaco,https://cdn.sofifa.org/xs/18/teams/69.png,24000000.0,60000.0,1606,53,86,34,55,59,79,29,35,51,26,27,10,14,5,8,10,85,84,82,59,20,85,39,24,79,63,57,82,58,72,85,90,23,17
Douglas Costa,26,https://cdn.sofifa.org/sm/18/players/190483.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,84,Juventus,https://cdn.sofifa.org/xs/18/teams/45.png,33500000.0,150000.0,2050,96,55,93,91,89,82,78,82,90,78,67,13,15,9,12,5,50,36,61,68,80,28,77,77,83,80,86,32,92,74,36,63,78,76
Parejo,28,https://cdn.sofifa.org/sm/18/players/189513.png,Spain,https://cdn.sofifa.org/flags/45.png,84,84,Valencia CF,https://cdn.sofifa.org/xs/18/teams/461.png,31000000.0,59000.0,2123,55,58,69,72,83,78,84,89,78,90,75,5,9,12,14,8,63,82,55,87,80,64,83,79,79,90,79,56,50,80,66,72,85,72
K. Walker,27,https://cdn.sofifa.org/sm/18/players/188377.png,England,https://cdn.sofifa.org/flags/14.png,84,85,Manchester City,https://cdn.sofifa.org/xs/18/teams/10.png,29000000.0,170000.0,2180,87,78,70,72,78,75,81,76,77,71,51,12,6,16,15,8,74,80,83,67,68,79,63,66,82,77,86,83,93,90,84,81,69,57
W. Szczęsny,27,https://cdn.sofifa.org/sm/18/players/186153.png,Poland,https://cdn.sofifa.org/flags/37.png,84,86,Juventus,https://cdn.sofifa.org/xs/18/teams/45.png,25000000.0,120000.0,1262,51,40,55,51,22,65,12,16,11,14,12,85,82,74,83,87,16,15,71,36,14,11,18,14,81,32,15,12,47,45,13,65,48,14
Y. Brahimi,27,https://cdn.sofifa.org/sm/18/players/184267.png,Algeria,https://cdn.sofifa.org/flags/97.png,84,84,FC Porto,https://cdn.sofifa.org/xs/18/teams/236.png,32500000.0,27000.0,1990,86,46,93,87,85,87,78,83,93,78,76,13,16,12,7,7,46,38,72,69,75,24,75,81,84,77,69,25,75,83,36,49,79,73
A. Di María,29,https://cdn.sofifa.org/sm/18/players/183898.png,Argentina,https://cdn.sofifa.org/flags/52.png,84,84,Paris Saint-Germain,https://cdn.sofifa.org/xs/18/teams/73.png,30500000.0,145000.0,2097,86,73,92,79,84,82,83,78,85,72,71,10,7,11,12,11,51,38,72,79,77,34,73,82,80,82,83,56,86,73,59,60,81,77
Willian,28,https://cdn.sofifa.org/sm/18/players/180403.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,84,Chelsea,https://cdn.sofifa.org/xs/18/teams/5.png,31500000.0,200000.0,2061,91,44,89,81,84,79,76,82,86,83,77,14,12,13,7,13,31,55,46,77,81,43,70,80,82,80,78,51,86,87,57,63,83,59
David Luiz,30,https://cdn.sofifa.org/sm/18/players/179944.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,84,Chelsea,https://cdn.sofifa.org/xs/18/teams/5.png,23000000.0,160000.0,2115,69,86,72,56,79,77,68,70,66,76,55,11,12,10,7,14,81,84,80,78,73,77,75,54,77,78,79,83,72,75,84,81,69,64
S. Khedira,30,https://cdn.sofifa.org/sm/18/players/179846.png,Germany,https://cdn.sofifa.org/flags/21.png,84,84,Juventus,https://cdn.sofifa.org/xs/18/teams/45.png,29000000.0,160000.0,2155,60,82,59,52,81,84,72,68,78,68,69,11,9,5,15,8,76,86,68,81,78,74,69,80,86,85,82,76,68,78,82,89,82,78
Sergio Asenjo,28,https://cdn.sofifa.org/sm/18/players/178750.png,Spain,https://cdn.sofifa.org/flags/45.png,84,85,Villarreal CF,https://cdn.sofifa.org/xs/18/teams/483.png,25000000.0,46000.0,1338,59,20,62,58,14,39,24,23,15,22,14,85,83,77,82,84,13,22,73,39,23,12,15,12,79,39,24,14,54,41,15,73,46,22
Javi Martínez,28,https://cdn.sofifa.org/sm/18/players/177610.png,Spain,https://cdn.sofifa.org/flags/45.png,84,84,FC Bayern Munich,https://cdn.sofifa.org/xs/18/teams/21.png,25000000.0,145000.0,1993,49,90,54,58,74,83,60,54,62,45,53,5,12,9,11,8,90,88,81,77,63,82,52,57,85,77,76,87,53,74,86,84,76,61
D. Payet,30,https://cdn.sofifa.org/sm/18/players/177388.png,France,https://cdn.sofifa.org/flags/18.png,84,84,Olympique de Marseille,https://cdn.sofifa.org/xs/18/teams/219.png,29500000.0,55000.0,2035,75,57,79,80,90,82,85,90,86,81,76,11,15,9,14,12,59,37,48,80,81,29,71,77,75,84,78,39,72,73,36,72,87,77
Jonas,33,https://cdn.sofifa.org/sm/18/players/176769.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,84,SL Benfica,https://cdn.sofifa.org/xs/18/teams/234.png,19500000.0,27000.0,2018,66,61,77,69,89,87,70,85,84,77,88,12,11,7,8,5,84,34,69,70,85,23,84,87,85,75,84,25,65,74,36,61,83,85
C. Marchisio,31,https://cdn.sofifa.org/sm/18/players/173210.png,Italy,https://cdn.sofifa.org/flags/27.png,84,84,Juventus,https://cdn.sofifa.org/xs/18/teams/45.png,26500000.0,160000.0,2179,78,78,81,79,85,84,76,78,84,78,56,4,3,4,2,4,64,78,68,83,80,70,78,78,80,87,80,78,78,77,78,72,84,76
Naldo,34,https://cdn.sofifa.org/sm/18/players/171919.png,Brazil,https://cdn.sofifa.org/flags/54.png,84,84,FC Schalke 04,https://cdn.sofifa.org/xs/18/teams/34.png,9500000.0,63000.0,1966,67,73,50,36,68,84,45,52,60,76,57,14,10,14,8,14,93,83,46,70,81,81,60,53,84,75,92,82,70,62,89,82,59,60
S. Ruffier,30,https://cdn.sofifa.org/sm/18/players/167628.png,France,https://cdn.sofifa.org/flags/18.png,84,84,AS Saint-Étienne,https://cdn.sofifa.org/xs/18/teams/1819.png,20000000.0,49000.0,1252,45,31,51,55,15,57,11,17,12,12,11,82,84,77,85,82,12,25,72,34,11,11,25,12,78,33,21,11,50,37,12,76,49,13
M. Dembélé,29,https://cdn.sofifa.org/sm/18/players/162240.png,Belgium,https://cdn.sofifa.org/flags/7.png,84,84,Tottenham Hotspur,https://cdn.sofifa.org/xs/18/teams/18.png,30000000.0,150000.0,2205,75,79,82,76,89,90,65,65,89,55,66,16,14,11,16,14,70,82,77,80,71,71,67,70,84,86,85,70,77,76,83,91,80,73
A. Gómez,29,https://cdn.sofifa.org/sm/18/players/143076.png,Argentina,https://cdn.sofifa.org/flags/52.png,84,84,Atalanta,https://cdn.sofifa.org/xs/18/teams/39.png,31000000.0,60000.0,2026,94,56,92,94,87,84,82,79,89,79,76,8,11,12,9,6,38,40,70,74,79,24,72,81,83,82,76,34,86,78,30,48,85,72
A. Barzagli,36,https://cdn.sofifa.org/sm/18/players/137186.png,Italy,https://cdn.sofifa.org/flags/27.png,84,84,Juventus,https://cdn.sofifa.org/xs/18/teams/45.png,4200000.0,105000.0,1737,60,66,51,64,65,82,40,50,64,31,21,4,2,4,2,4,72,90,82,65,39,88,60,28,80,65,54,86,76,54,88,85,62,35
Aduriz,36,https://cdn.sofifa.org/sm/18/players/106231.png,Spain,https://cdn.sofifa.org/flags/45.png,84,84,Athletic Club de Bilbao,https://cdn.sofifa.org/xs/18/teams/448.png,11000000.0,38000.0,2010,69,82,53,57,84,87,54,61,79,54,85,14,10,9,15,9,94,23,94,52,80,46,82,86,85,73,83,49,72,70,44,85,73,84
P. Čech,35,https://cdn.sofifa.org/sm/18/players/48940.png,Czech Republic,https://cdn.sofifa.org/flags/12.png,84,84,Arsenal,https://cdn.sofifa.org/xs/18/teams/1.png,7500000.0,79000.0,1181,35,17,49,34,22,70,19,13,12,19,12,80,84,72,83,79,19,23,51,33,11,11,23,13,81,35,21,12,38,32,13,65,53,17
O. Dembélé,20,https://cdn.sofifa.org/sm/18/players/231443.png,France,https://cdn.sofifa.org/flags/18.png,83,92,FC Barcelona,https://cdn.sofifa.org/xs/18/teams/241.png,40000000.0,150000.0,1969,93,54,90,85,85,73,77,78,92,65,77,6,6,14,10,13,43,36,59,68,65,29,75,78,82,74,82,33,89,74,30,47,84,76
Gabriel Jesus,20,https://cdn.sofifa.org/sm/18/players/230666.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,92,Manchester City,https://cdn.sofifa.org/xs/18/teams/10.png,41000000.0,125000.0,2007,89,58,92,91,85,82,66,76,86,54,86,13,8,6,6,15,70,32,75,66,73,20,78,87,86,76,78,19,86,87,23,72,76,72
S. Milinković-Savić,22,https://cdn.sofifa.org/sm/18/players/223848.png,Serbia,https://cdn.sofifa.org/flags/51.png,83,89,Lazio,https://cdn.sofifa.org/xs/18/teams/46.png,35000000.0,56000.0,2154,68,73,66,59,86,79,60,78,84,72,74,7,10,7,16,7,86,78,85,83,80,69,38,79,77,84,83,69,73,85,77,88,85,68
N. Keïta,22,https://cdn.sofifa.org/sm/18/players/220971.png,Guinea,https://cdn.sofifa.org/flags/118.png,83,88,RB Leipzig,https://cdn.sofifa.org/xs/18/teams/112172.png,34000000.0,68000.0,2044,82,78,90,90,88,79,62,64,88,47,74,7,14,15,14,9,42,75,56,78,66,57,58,74,82,88,76,61,66,82,62,59,81,59
J. Giménez,22,https://cdn.sofifa.org/sm/18/players/216460.png,Uruguay,https://cdn.sofifa.org/flags/60.png,83,87,Atlético Madrid,https://cdn.sofifa.org/xs/18/teams/240.png,28500000.0,53000.0,1758,68,89,57,50,56,73,47,36,47,44,37,9,11,7,10,15,79,85,90,58,48,85,38,24,76,68,72,87,72,68,84,84,27,30
